x1,x2,t
8.25,-0.64,0.0
2.603,2.91,0.0
-0.028,-2.299,1.0
-6.688,10.061,0.0
-9.229,-7.162,1.0
-5.017,-8.133,1.0
-4.91,10.613,0.0
0.728,-7.938,1.0
11.891,-0.328,0.0
-6.605,-1.137,1.0
-6.419,-1.756,1.0
8.75,-0.603,0.0
-1.498,4.555,0.0
-3.046,7.515,0.0
-0.455,-0.365,1.0
2.174,8.62,0.0
0.569,-4.122,1.0
10.702,-4.511,0.0
-3.88,4.969,1.0
-5.59,-5.948,1.0
-3.128,1.369,1.0
5.487,-1.638,0.0
-4.287,-1.916,1.0
1.157,3.308,0.0
-0.664,-7.279,1.0
-1.97,3.74,1.0
-0.779,3.937,0.0
5.294,-3.61,0.0
-0.792,1.272,1.0
3.572,-0.386,0.0
0.478,9.099,0.0
-4.19,-1.274,1.0
3.024,10.14,0.0
2.099,0.713,0.0
-2.572,4.031,0.0
-6.81,5.86,0.0
6.591,0.947,0.0
-7.966,-6.987,1.0
-1.506,-9.546,1.0
-2.807,4.432,0.0
-0.629,-0.421,1.0
4.142,5.452,0.0
6.174,-3.75,0.0
6.545,-5.579,0.0
2.966,-5.478,1.0
-8.379,-7.403,1.0
-0.197,6.393,0.0
8.469,-6.695,1.0
8.355,2.428,0.0
5.96,-8.949,1.0
-6.146,-3.204,1.0
6.289,5.322,0.0
-7.13,4.229,1.0
-1.45,4.63,0.0
-0.051,5.895,0.0
1.406,-4.178,1.0
7.436,0.591,0.0
9.702,-1.47,0.0
-5.972,-3,1.0
-1.136,-6.592,1.0
-4.013,1.878,1.0
1.216,-9.443,1.0
-8.25,3.289,1.0
3.25,7.565,0.0
-6.576,4.362,1.0
-9.475,-2.958,1.0
-1.798,-3.547,1.0
4.673,0.546,0.0
2.984,6.794,0.0
2.522,-5.373,1.0
-8.42,-2.617,1.0
2.427,9.019,0.0
4.66,-1.716,0.0
1.652,-4.499,1.0
7.796,6.092,0.0
6.021,0.245,0.0
5.557,2.95,0.0
4.63,-7.045,1.0
0.362,-0.185,1.0
-3.419,-9.122,1.0
10.162,-0.373,0.0
-7.265,-0.71,1.0
5.36,-4.923,1.0
-3.907,1.109,1.0
1.501,-5.496,1.0
3.799,-6.966,1.0
-10.145,-7.442,1.0
-2.996,3.737,1.0
-7.92,-5.497,1.0
5.926,-5.715,1.0
10.318,7.92,0.0
4.825,6.97,0.0
7.292,-2.301,0.0
6.889,1.332,0.0
2.466,7.643,0.0
4.293,-0.892,0.0
-2.631,-4.989,1.0
-7.773,-1.383,1.0
-1.494,-6.783,1.0
-2.238,-9.496,1.0
5.339,1.385,0.0
7.539,-3.861,0.0
-0.275,2.178,0.0
-5.26,0.47,1.0
8.325,-9.742,1.0
5.114,-3.499,1.0
6.252,5.888,0.0
-8.499,-6.48,1.0
10.98,0.754,0.0
-2.974,-0.041,1.0
-5.394,7.948,0.0
-1.849,9.947,0.0
5.48,8.949,0.0
1.448,4.738,0.0
-10.669,10.519,1.0
6.711,7.448,0.0
3.707,4.706,0.0
-4.668,-9.933,1.0
0.399,-2.937,1.0
-6.215,-8.82,1.0
-5.482,-4.589,1.0
8.089,-7.021,1.0
-5.284,8.096,0.0
1.383,-0.238,0.0
1.208,-9.528,1.0
-8.688,5.308,1.0
-10.005,-5.542,1.0
-6.869,2.005,1.0
1.435,3.716,0.0
-1.826,-10.495,1.0
-5.885,-4.416,1.0
0.405,8.98,0.0
-2.133,-4.639,1.0
3.019,-2.995,1.0
-9.116,10.015,1.0
-9.87,-7.824,1.0
5.715,3.601,0.0
1.06,-1.202,1.0
1.925,-8.634,1.0
3.47,-1.12,0.0
6.028,-8.881,1.0
-7.945,-1.544,1.0
0.422,9.501,0.0
-1.823,8.121,0.0
4.778,-9.815,1.0
4.896,3.034,0.0
0.297,-3.08,1.0
1.887,-2.527,1.0
-2.111,-2.882,1.0
-6.437,-6.347,1.0
4.992,6.752,0.0
-7.719,3.352,1.0
3.729,7.641,0.0
3.119,-6.262,1.0
-4.37,-8.053,1.0
-1.507,-2.612,1.0
-6.166,2.908,1.0
-7.002,-8.519,1.0
2.03,-7.014,1.0
-1.485,7.085,0.0
2.669,2.073,0.0
-7.387,-8.344,1.0
3.255,-0.052,0.0
10.362,-4.847,0.0
-0.848,9.194,0.0
-2.651,7.567,0.0
-0.48,2.951,0.0
8.141,6.715,0.0
0.033,11.589,0.0
7.415,8.252,0.0
-9.164,0.66,1.0
1.83,-5.641,1.0
-1.954,-2.589,1.0
-7.313,0.603,1.0
-2.124,4.759,0.0
5.439,-1.708,0.0
2.06,-11.329,1.0
-6.806,1.858,1.0
-3.194,-3.898,1.0
4.84,-3.296,0.0
-3.694,1.76,1.0
1.04,-9.203,1.0
3.354,-4.168,1.0
4.39,8.863,0.0
6.265,-10.782,1.0
8.703,4.109,0.0
9.346,0.973,0.0
-11.758,-5.508,1.0
2.391,1.582,0.0
7.012,4.089,0.0
-7.48,8.495,0.0
-9.457,-1.758,1.0
2.334,5.686,0.0
-3.137,-0.234,1.0
-2.097,3.704,1.0
-6.665,-6.196,1.0
-4.706,-3.493,1.0
-1.266,6.105,0.0
3.859,-7.675,1.0
1.486,0.272,1.0
-2.49,-2.881,1.0
-4.75,-2.026,1.0
-2.425,-6.947,1.0
3.591,1.086,0.0
7.524,2.585,0.0
-9.349,-8.112,1.0
-7.715,-1.776,1.0
2.233,-10.945,1.0
0.485,-5.914,1.0
-6.41,1.669,1.0
9.997,-5.31,0.0
-5.373,-7.393,1.0
-2.198,7.04,0.0
-3.108,-9.19,1.0
0.126,-3.95,1.0
6.706,5.621,0.0
2.429,2.424,0.0
4.439,0.832,0.0
2.085,8.956,0.0
1.134,-0.043,1.0
4.397,-9.326,1.0
-8.435,0.428,1.0
-9.854,-8.62,1.0
-6.8,-6.683,1.0
4.894,-8.013,1.0
9.842,8.716,0.0
-0.806,6.421,0.0
5.756,5.85,0.0
-6.304,9.353,0.0
-3.087,-0.013,1.0
0.34,-6.485,1.0
2.471,1.493,1.0
-5.063,7.598,1.0
5.909,1.624,0.0
1.132,-2.813,1.0
-2.549,1.703,1.0
6.481,-9.815,1.0
-7.022,5.704,1.0
-9.404,-7.621,1.0
-6.89,-4.747,1.0
-8.545,9.828,0.0
-2.23,-7.893,1.0
-6.35,-11.511,1.0
-4.275,-6.249,1.0
8.188,4.011,0.0
10.996,4.333,0.0
-4.379,0.869,1.0
1.991,2.117,0.0
5.45,-6.742,1.0
6.364,-6.354,1.0
-6.801,-6.312,1.0
-6.09,6.357,1.0
-0.117,-2.65,1.0
5.642,-1.092,0.0
-2.449,3.27,1.0
1.143,-0.741,0.0
2.948,-1.005,0.0
2.777,-1.908,1.0
-3.378,-6.482,1.0
3.669,2.853,0.0
-11.311,8.413,1.0
-1.076,-7.281,1.0
-5.552,7.49,0.0
4.321,4.955,0.0
10.304,-2.546,0.0
-7.39,0.902,1.0
0.289,-2.729,1.0
-7.83,-8.588,1.0
5.323,1.702,0.0
7.469,2.206,0.0
-1.578,-9.867,1.0
-8.527,3.24,1.0
-2.779,3.183,1.0
-0.477,2.4,1.0
4.593,-4.513,1.0
-7.232,3.419,1.0
-2.344,4.689,0.0
0.193,6.708,0.0
0.132,-6.816,1.0
-3.324,-8.298,1.0
6.142,7.001,0.0
-1.092,-10.282,1.0
-9.847,-6.866,1.0
-1.324,4.693,0.0
-1.563,6.253,0.0
3.502,2.863,0.0
-5.899,3.07,1.0
1.655,-3.945,1.0
0.258,-2.398,1.0
5.429,3.676,0.0
-2.485,8.043,0.0
-5.494,-6.817,1.0
-8.867,0.215,1.0
4.299,-1.082,1.0
2.456,4.255,0.0
3.723,10.364,0.0
-4.303,-10.947,1.0
0.246,-3.507,1.0
-4.731,5.956,1.0
10.33,-8.118,1.0
-3.553,5.831,0.0
2.329,-7.429,1.0
-7.393,-5.825,1.0
5.155,3.935,0.0
0.753,8.352,0.0
8.157,1.258,0.0
4.785,-2.806,0.0
-4.528,-6.271,1.0
-0.066,-4.547,1.0
-5.534,3.93,1.0
6.621,11.777,0.0
-7.7,6.69,0.0
2.979,1.924,0.0
-8.868,-7.446,1.0
7.088,6.682,0.0
-4.328,-3.347,1.0
-9.333,2.207,1.0
-9.965,-8.271,1.0
-7.572,-8.302,1.0
-1.128,-9.622,1.0
-6.29,-6.909,1.0
6.877,5.991,0.0
-2.353,7.198,0.0
-9.661,8.045,1.0
3.783,-0.225,0.0
7.819,-4.336,1.0
-4.217,-7.226,1.0
-6.292,-2.714,1.0
7.672,-6.92,1.0
-2.614,2.579,1.0
-2.523,0.168,1.0
1.899,-2.23,1.0
0.846,-3.293,1.0
7.95,6.795,0.0
9.239,-8.383,0.0
7.177,8.67,0.0
1.718,-8.336,1.0
-2.978,-4.391,1.0
-10.761,4.632,1.0
-6.943,8.423,0.0
6.033,3.326,0.0
3.098,-4.802,1.0
-6.378,7.855,0.0
5.082,-9.518,1.0
-8.038,0.418,1.0
-5.901,-6.542,1.0
-6.931,-9.967,1.0
7.858,-0.46,0.0
0.905,-0.207,0.0
0.219,3.168,0.0
-6.321,0.595,1.0
-1.365,-1.81,1.0
4.051,3.569,0.0
13.339,4.972,0.0
2.144,4.227,0.0
7.053,6.366,0.0
-7.633,-5.327,1.0
11.609,6.234,0.0
1.428,-7.807,1.0
2.02,0.646,0.0
1.292,-6.546,1.0
6.872,5.071,0.0
8.846,7.405,0.0
-4.191,1.861,1.0
-1.643,2.65,0.0
-3.004,-8.372,1.0
-6.038,5.32,0.0
-1.343,-10.778,1.0
-0.194,-3.822,1.0
11.032,-1.457,0.0
0.605,-4.82,1.0
3.228,3.957,0.0
5.9,-3.819,1.0
-5.45,-3.757,1.0
8.454,6.508,0.0
2.604,-7.415,1.0
3.589,-6.238,1.0
0.728,-3.335,1.0
0.644,-4.215,1.0
-8.013,-6.996,1.0
9.351,1.316,0.0
0.332,-3.329,1.0
7.971,-2.14,0.0
3.603,3.606,0.0
5.069,2.761,0.0
10.014,3.325,0.0
3.318,3.475,0.0
7.512,-0.92,0.0
-2.234,4.149,0.0
7.455,3.391,0.0
3.621,-6.595,1.0
2.956,-6.759,1.0
-0.93,-6.263,1.0
-4.155,-9.461,1.0
7.394,-2.246,0.0
0.146,-9.322,1.0
-6.918,2.791,1.0
1.077,3.303,0.0
1.347,-9.5,1.0
6.054,-3.994,1.0
-6.904,-1.746,1.0
-9.536,-3.633,1.0
0.508,1.566,0.0
0.837,-7.062,1.0
1.542,0.021,0.0
-5.926,4.77,1.0
-3.299,10.668,0.0
4.96,6.882,0.0
7.329,-7.612,1.0
-0.068,-8.359,1.0
-3.164,7.448,0.0
-5.578,6.852,0.0
-9.655,1.088,1.0
-1.521,8.743,0.0
-5.291,7.338,0.0
3.101,-7.56,1.0
1.109,-9.783,1.0
-6.174,5.102,1.0
-2.704,-12.563,1.0
2.337,-7.345,1.0
6.633,1.586,0.0
-2.919,-6.331,1.0
-3.724,4.019,0.0
-3.714,-8.936,1.0
10.389,12.161,0.0
-2.591,-4.141,1.0
-7.488,10.02,0.0
9.511,6.107,0.0
-5.268,-6.04,1.0
0.344,-2.679,1.0
5.141,-9.556,1.0
-0.057,3.6,0.0
-4.093,-4.169,1.0
7.548,5.642,0.0
-4.849,-0.23,1.0
2.152,-1.624,1.0
9.568,-8.981,1.0
-3.784,4.131,1.0
-0.619,-6.886,1.0
9.363,-8.008,1.0
9.155,-3.81,0.0
-7.434,-8.37,1.0
6.595,-7.424,1.0
-3.912,1.127,1.0
-6.151,4.646,1.0
-3.181,0.672,1.0
-4.117,8.006,0.0
9.924,-8.257,1.0
3.177,-5.913,1.0
1.814,9.573,0.0
-9.877,-2.668,1.0
-8.991,11.841,0.0
9.803,5.972,0.0
-7.994,0.216,1.0
5.085,5.931,0.0
0.442,-3.891,1.0
-9.555,-3.485,1.0
6.979,-9.073,1.0
-1.359,-4.023,1.0
11.837,3.479,0.0
4.482,-1.487,1.0
5.138,3.389,0.0
-3.761,-6.157,1.0
-5.608,-2.509,1.0
6.293,-6.251,1.0
7.274,-5.351,1.0
6.74,2.925,0.0
5.283,1.627,0.0
-1.026,4.77,0.0
5.435,5.736,0.0
-0.776,-4.218,1.0
2.487,6.784,0.0
6.478,-8.332,1.0
-8.371,-4.279,1.0
-2.392,5.047,1.0
3.966,0.521,0.0
-4.266,-4.688,1.0
-4.325,0.121,1.0
-7.241,2.034,1.0
9.525,8.591,0.0
3.023,3.745,0.0
-8.106,4.954,1.0
8.956,5.616,0.0
1.374,-4.455,1.0
-3.29,-1.1,1.0
3.278,-1.241,1.0
-7.093,-1.991,1.0
-11.693,-8.787,1.0
10.097,-4.702,0.0
6.071,-7.624,1.0
2.141,3.791,0.0
-3.854,-4.266,1.0
-9.581,7.765,1.0
-3.847,-3.851,1.0
-4.686,5.48,0.0
0.106,8.185,0.0
1.911,1.601,0.0
-7.719,3.215,1.0
8.922,-11.773,1.0
4.935,0.784,0.0
4.373,6.237,0.0
-8.173,7.692,0.0
8.543,5.898,0.0
-7.546,3.678,1.0
11.173,6.435,0.0
0.733,2.757,0.0
-4.794,1.959,1.0
-3.211,2.127,1.0
-3.589,-3.117,1.0
-1.721,-5.26,1.0
-1.346,6.641,0.0
-8.672,6.877,1.0
-7.674,5.354,1.0
9.282,9.483,0.0
7.35,-2.277,0.0
0.347,1.049,1.0
-5.592,-2.76,1.0
-3.372,8.517,0.0
6.792,-6.634,1.0
-7.687,4.943,0.0
8.739,1.681,0.0
-3.648,-2.221,1.0
-2.869,7.122,0.0
-7.001,-7.237,1.0
-0.429,-5.304,1.0
5.933,-2.53,0.0
6.647,2.989,0.0
10.688,-8.789,1.0
-6.073,3.636,1.0
-8.097,3.843,1.0
-2.147,-3.171,1.0
-0.546,-2.499,1.0
-5.198,0.73,1.0
2.143,8.048,0.0
5.265,9.922,0.0
0.666,-4.592,1.0
8.009,9.833,0.0
-0.438,0.3,1.0
3.612,-6.541,1.0
11.307,5.046,0.0
-10.24,-8.356,1.0
-3.883,-1.48,1.0
5.4,-4.249,1.0
11.392,1.215,0.0
-10.794,6.833,0.0
9.112,-9.314,1.0
9.504,9.567,0.0
8.747,-4.592,0.0
4.13,-0.996,0.0
2.03,6.014,0.0
-2.402,-0.193,1.0
2.351,5.265,0.0
0.367,0.432,0.0
3.322,-8.586,1.0
-4.993,-0.742,1.0
-7.402,5.45,1.0
-7.295,0.853,1.0
5.221,-4.143,1.0
-5.882,3.28,1.0
7.637,-2.794,0.0
-11.776,2.001,1.0
-6.803,1.744,1.0
4.759,-4.054,1.0
-7.849,-7.378,1.0
-1.192,-4.602,1.0
8.531,0.751,0.0
-0.466,2.091,1.0
2.263,-4.237,1.0
5.087,-0.133,0.0
-6.144,-0.271,1.0
6.601,6.317,0.0
7.609,-6.264,1.0
7.373,-0.228,0.0
2.764,-7.537,1.0
-1.651,-12.494,1.0
-6.543,-4.882,1.0
-3.695,8.23,1.0
-3.192,7.449,0.0
-7.463,-7.239,1.0
-4.187,-0.441,1.0
-12.026,1.655,1.0
-10.481,8.366,1.0
-6.289,-1.913,1.0
4.832,-10.582,1.0
10.081,8.758,0.0
6.069,9.524,0.0
2.828,6.717,0.0
8.592,-10.039,1.0
-2.078,4.915,1.0
-5.788,2.217,1.0
-7.378,-6.014,1.0
1.879,-8.431,1.0
1.364,8.2,0.0
-13.153,7.685,1.0
-9.811,-2.936,1.0
4.605,10.115,0.0
9.62,-2.733,0.0
-11.038,-2.139,1.0
-1.884,5.097,0.0
-8.29,8.065,0.0
-2.112,7.297,0.0
4.065,-5.303,1.0
4.723,4.662,0.0
0.686,0.481,0.0
2.771,-0.133,0.0
5.141,-9.976,1.0
5.094,-1.847,1.0
4.557,8.001,0.0
4.114,0.325,0.0
0.023,7.757,0.0
1.445,-4.427,1.0
-5.471,5.656,0.0
8.948,9.46,0.0
-11.273,-10.87,1.0
-2.393,-6.839,1.0
4.585,11.199,0.0
-3.96,-9.492,1.0
3.13,-1.85,0.0
-7.935,-6.415,1.0
-6.171,3.395,1.0
8.259,4.746,0.0
1.188,5.018,0.0
2.412,0.184,0.0
8.289,-8.084,1.0
7.631,6.831,0.0
9.26,7.964,0.0
6.516,-1.2,0.0
4.285,3.102,0.0
8.371,5.254,0.0
-7.521,6.118,1.0
-1.168,8.46,0.0
-9.771,-1.038,1.0
-7.412,9.366,0.0
-3.928,5.756,0.0
8.807,-4.706,0.0
-0.792,4.56,0.0
3.709,-0.5,0.0
0.823,5.487,0.0
-2.454,9.221,0.0
3.763,-7.82,1.0
5.45,-4.948,1.0
0.959,-5.359,1.0
-2.752,-7.383,1.0
-0.835,8.384,0.0
2.981,-1.936,0.0
7.952,-7.803,1.0
7.573,6.697,0.0
2.061,-5.747,1.0
-4.509,3.86,1.0
-6.395,7.989,1.0
-3.49,-7.824,1.0
3.157,4.311,0.0
0.059,-4.805,1.0
-7.482,2.655,1.0
5.226,-10.073,1.0
4.328,1.75,0.0
1.733,-8.679,1.0
11.568,-3.336,0.0
2.563,-4.691,1.0
-6.899,1.664,1.0
-7.102,-7.844,1.0
0.471,-0.712,0.0
9.372,7.108,0.0
-1.247,6.36,0.0
4.904,10.835,0.0
11.291,-4.265,0.0
-9.751,4.878,1.0
-4.985,8.317,0.0
-4.908,2.219,1.0
2.467,-9.655,1.0
-3.271,-0.353,1.0
11.29,-5.832,0.0
-4.509,5.181,0.0
-7.37,1.93,1.0
-4.956,-7.529,1.0
-3.151,-9.914,1.0
5.436,-0.17,0.0
-3.459,5.611,1.0
-7.289,1.79,1.0
1.568,-6.755,1.0
8.002,10.419,0.0
-3.639,7.023,0.0
-5.052,1.152,1.0
7.637,-0.579,0.0
-7.65,3.427,1.0
-2.439,-0.117,1.0
-8.89,-7.012,1.0
-0.962,4.673,0.0
1.272,2.02,1.0
2.449,6.778,0.0
-4.071,-8.337,1.0
4.262,-5.983,1.0
-7.916,-6.476,1.0
-6.831,0.145,1.0
6.79,0.277,0.0
-9.075,-1.058,1.0
4.942,-11.419,1.0
-5.856,10.234,0.0
1.016,-1.813,1.0
-4.703,3.402,0.0
-1.875,3.928,0.0
8.697,-8.123,1.0
5.975,-9.159,1.0
-7.412,2.036,1.0
10.561,7.085,0.0
1.733,-2.426,0.0
9.624,-7.584,1.0
9.27,7.118,0.0
-10.814,9.014,1.0
3.881,1.243,0.0
6.997,-2.189,0.0
-2.837,1.887,0.0
7.129,7.784,0.0
-1.027,-2.002,1.0
2.245,-5.646,1.0
8.87,1.474,0.0
-4.434,0.899,1.0
-4.514,-2.192,1.0
-1.378,-5.704,1.0
-10.279,8.838,1.0
-0.105,-8.323,1.0
10.265,-6.652,0.0
-4.133,-0.924,1.0
-0.271,10.059,0.0
4.189,9.588,0.0
-2.075,-6.597,1.0
-8.874,5.112,1.0
-7.806,-4.17,1.0
-5.36,-7.843,1.0
0.997,8.165,0.0
10.937,5.685,0.0
7.687,-3.978,0.0
-11.314,10.382,1.0
-9.755,-7.699,1.0
-4.236,-1.549,1.0
-3.248,-2.864,1.0
4.021,8.19,0.0
5.641,2.553,0.0
7.588,1.147,0.0
2.43,-5.344,1.0
3.503,5.372,0.0
-6.956,13.399,0.0
-9.722,-9.1,1.0
-2.611,4.101,0.0
-8.571,7.438,0.0
11.834,-2.714,0.0
9.444,9.883,0.0
-4.011,-1.795,1.0
6.773,0.983,0.0
3.689,-3.797,1.0
1.984,-7.862,1.0
6.831,7.919,0.0
-8.302,2.526,1.0
-9.626,-8.781,1.0
-4.269,6.52,0.0
-1.493,6.56,0.0
2.204,1.256,0.0
-6.529,-3.453,1.0
-5.525,4.039,1.0
-0.524,-2.233,1.0
1.009,-8.484,1.0
3.658,-2.727,1.0
8.944,1.605,0.0
-4.317,-10.728,1.0
-3.273,8.756,0.0
-2.725,6.16,0.0
-6.659,-7.276,1.0
2.394,3.244,0.0
2.996,-7.663,1.0
0.114,-1.416,1.0
3.019,-0.505,1.0
-7.665,-3.848,1.0
6.923,7.125,0.0
-1.296,4.383,0.0
-9.502,4.413,1.0
-6.786,-1.136,1.0
-6.738,-2.1,1.0
2.721,1.925,0.0
6.5,4.318,0.0
-6.657,6.024,1.0
5.294,1.003,0.0
3.926,1.783,0.0
11.786,-9.503,1.0
1.182,-0.791,1.0
-7.912,-5.784,1.0
-0.664,-0.211,1.0
1.491,2.334,0.0
-7.646,2.69,1.0
1.692,1.538,0.0
-9.116,-0.84,1.0
4.529,-5.293,1.0
7.376,-3.436,1.0
10.888,-3.017,0.0
9.101,7.667,0.0
8.074,-0.867,0.0
-4.8,-0.627,1.0
-0.141,-1.996,0.0
9.367,-3.362,0.0
-5.94,0.22,1.0
-2.36,-1.186,0.0
3.776,-7.445,1.0
-8.524,-3.43,1.0
-6.525,1.617,1.0
2.553,-4.775,1.0
-5.061,-0.255,1.0
0.01,-2.077,1.0
2.872,5.46,0.0
0.886,2.062,0.0
-1.445,-0.437,1.0
-7.065,-7.865,1.0
4.099,0.888,0.0
1.68,1.906,0.0
-8.44,6.161,0.0
6.024,6.874,0.0
6.777,-1.18,0.0
-5.591,-5.528,1.0
8.865,-0.476,0.0
-2.426,-2.053,1.0
0.252,1.3,0.0
1.291,-3.75,1.0
2.277,-3.44,1.0
6.414,-6.103,1.0
1.261,-4.994,1.0
-10.596,-8.303,1.0
-0.081,1.873,0.0
0.44,-6.243,1.0
12.629,7.122,0.0
-6.192,7.453,1.0
3.356,-0.819,1.0
-6.532,8.327,0.0
-3.014,3.246,0.0
-4.581,3.062,1.0
-9.256,4.897,1.0
-11.403,6.243,1.0
-3.632,-0.887,1.0
9.708,3.298,0.0
-11.63,-6.965,1.0
7.132,10.612,0.0
5.92,-5.853,0.0
-2.175,-7.913,1.0
-1.528,-4.474,1.0
-0.983,-6.576,1.0
5.313,0.331,0.0
-8.53,-2.852,1.0
-0.985,9.282,0.0
-7.223,-9.683,1.0
5.775,-0.406,0.0
-6.913,-1.019,1.0
-6.354,-9.881,1.0
4.408,-7.254,1.0
-1.32,6.73,0.0
-2.779,4.906,0.0
4.36,6.631,0.0
0.537,6.019,0.0
8.774,-4.879,0.0
6.958,5.737,0.0
-5.144,-2.618,1.0
-5.639,5.524,1.0
4.633,1.85,0.0
-7.615,9.952,1.0
10.318,-8.464,1.0
3.83,4.948,0.0
-5.569,-3.102,1.0
6.67,-4.93,1.0
9.426,-5.74,1.0
0.127,6.101,0.0
6.57,-8.002,1.0
8.325,-5.363,1.0
5.497,-6.863,1.0
-11.931,2.507,1.0
-3.267,10.032,0.0
-5.29,-7.823,1.0
4.515,4.025,0.0
-10.036,2.82,1.0
-2.074,-2.886,1.0
1.853,6.035,0.0
-1.99,-4.184,1.0
5.771,-4.401,0.0
-3.57,6.45,0.0
4.008,3.61,0.0
-0.849,4.659,0.0
6.669,-9.407,1.0
-5.981,-6.994,1.0
-6.652,4.764,0.0
-1.986,-6.572,1.0
11.434,-0.59,0.0
7.963,1.167,0.0
9.179,4.825,0.0
-9.316,-1.049,1.0
-0.646,-4.442,1.0
5.487,-2.688,0.0
-2.363,-10.743,1.0
5.119,8.082,0.0
2.131,-1.941,0.0
7.084,0.167,0.0
4.842,3.576,0.0
